id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop,distancia_ao_radar_mais_proximo,proximo_ao_radar
563291,2023-11-24,sexta-feira,15:40:00,MG,381.0,492,BETIM,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-19.97490091,-44.19004301,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,2.2276468084255825,True
563785,2023-11-26,domingo,19:00:00,SP,381.0,89,GUARULHOS,Pista esburacada,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Sim,1,0,1,0,0,0,1,1,-23.48469299,-46.55983288,SPRF-SP,DEL03-SP,UOP01-DEL03-SP,9.41393775623299,False
563928,2023-11-27,segunda-feira,12:00:00,MG,381.0,492,BETIM,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Não,5,0,2,0,3,0,2,3,-19.96245522,-44.16395009,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,0.8595727690269566,True
564752,2023-12-01,sexta-feira,16:40:00,SP,381.0,89,GUARULHOS,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,2,0,1,0,1,0,1,2,-23.48469299,-46.55983288,SPRF-SP,DEL03-SP,UOP01-DEL03-SP,9.41393775623299,False
565341,2023-12-04,segunda-feira,06:40:00,MG,381.0,485,BETIM,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,3,0,1,1,1,0,2,2,-19.9558571,-44.1022882,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,1.8120682982483145,True
565368,2023-12-04,segunda-feira,07:10:00,MG,381.0,485,BETIM,Condutor deixou de manter distância do veículo da frente,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva;Aclive                  ,Sim,3,0,1,0,2,0,1,3,-19.95659361,-44.12622893,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,4.28087403311054,True
565825,2023-12-06,quarta-feira,09:57:00,MG,381.0,484,BETIM,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Aclive                   ,Sim,2,0,0,0,2,0,0,1,-19.95531717,-44.11722196,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,3.359542923777554,True
565909,2023-11-20,segunda-feira,08:05:00,MG,381.0,484,BETIM,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Ignorado,Dupla,Aclive;Reta                   ,Não,1,0,0,0,1,0,0,1,-19.95753704,-44.09397125,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,0.9231001723440055,True
566025,2023-12-07,quinta-feira,07:40:00,SP,381.0,89,GUARULHOS,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,0,1,2,3,-23.48469299,-46.55983288,SPRF-SP,DEL03-SP,UOP01-DEL03-SP,9.41393775623299,False
566134,2023-04-24,segunda-feira,05:20:00,SP,381.0,88,GUARULHOS,Ingestão de álcool pelo condutor,Colisão com objeto,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Múltipla,Reta,Sim,3,0,0,2,0,1,2,2,-23.47469314,-46.56112919,SPRF-SP,DEL03-SP,UOP01-DEL03-SP,8.296267291632919,False
